   1.0000000e+00   1.2912040e-17   5.5122661e-17   2.4028905e-17   1.0867832e-16   1.0388172e-17   1.2530566e-16
   1.0139110e+00   1.2823160e-17   5.4743199e-17   2.3863492e-17   1.0793019e-16   1.0316660e-17   1.2444306e-16
   1.0280160e+00   1.2734880e-17   5.4366350e-17   2.3699216e-17   1.0718720e-16   1.0245641e-17   1.2358640e-16
   1.0423170e+00   1.2647220e-17   5.3992094e-17   2.3536072e-17   1.0644933e-16   1.0175110e-17   1.2273564e-16
   1.0568180e+00   1.2560150e-17   5.3620415e-17   2.3374051e-17   1.0571654e-16   1.0105065e-17   1.2189073e-16
   1.0715190e+00   1.2473690e-17   5.3251295e-17   2.3213145e-17   1.0498879e-16   1.0035502e-17   1.2105165e-16
   1.0864260e+00   1.2387820e-17   5.2884716e-17   2.3053347e-17   1.0426605e-16   9.9664184e-18   1.2021833e-16
   1.1015390e+00   1.2302540e-17   5.2520660e-17   2.2894649e-17   1.0354829e-16   9.8978100e-18   1.1939075e-16
   1.1168630e+00   1.2217850e-17   5.2159110e-17   2.2737043e-17   1.0283547e-16   9.8296740e-18   1.1856887e-16
   1.1324000e+00   1.2133750e-17   5.1800049e-17   2.2580522e-17   1.0212755e-16   9.7620070e-18   1.1775265e-16
   1.1481540e+00   1.2050220e-17   5.1443460e-17   2.2425079e-17   1.0142451e-16   9.6948058e-18   1.1694205e-16
   1.1641260e+00   1.1967270e-17   5.1089326e-17   2.2270706e-17   1.0072631e-16   9.6280672e-18   1.1613703e-16
   1.1803210e+00   1.1884880e-17   5.0737630e-17   2.2117396e-17   1.0003292e-16   9.5617881e-18   1.1533754e-16
   1.1967410e+00   1.1803070e-17   5.0388354e-17   2.1965141e-17   9.9344295e-17   9.4959652e-18   1.1454357e-16
   1.2133890e+00   1.1721820e-17   5.0041483e-17   2.1813934e-17   9.8660413e-17   9.4305954e-18   1.1375505e-16
   1.2302690e+00   1.1641120e-17   4.9697000e-17   2.1663768e-17   9.7981240e-17   9.3656757e-18   1.1297197e-16
   1.2473840e+00   1.1560990e-17   4.9354888e-17   2.1514635e-17   9.7306742e-17   9.3012028e-18   1.1219428e-16
   1.2647360e+00   1.1481400e-17   4.9015132e-17   2.1366530e-17   9.6636887e-17   9.2371738e-18   1.1142193e-16
   1.2823310e+00   1.1402360e-17   4.8677714e-17   2.1219443e-17   9.5971643e-17   9.1735855e-18   1.1065491e-16
   1.3001700e+00   1.1323870e-17   4.8342619e-17   2.1073370e-17   9.5310979e-17   9.1104350e-18   1.0989317e-16
   1.3182570e+00   1.1245920e-17   4.8009831e-17   2.0928302e-17   9.4654863e-17   9.0477192e-18   1.0913667e-16
   1.3365960e+00   1.1168500e-17   4.7679333e-17   2.0784232e-17   9.4003263e-17   8.9854351e-18   1.0838538e-16
   1.3551890e+00   1.1091620e-17   4.7351111e-17   2.0641155e-17   9.3356149e-17   8.9235798e-18   1.0763926e-16
   1.3740420e+00   1.1015260e-17   4.7025148e-17   2.0499062e-17   9.2713490e-17   8.8621503e-18   1.0689827e-16
   1.3931570e+00   1.0939440e-17   4.6701430e-17   2.0357947e-17   9.2075255e-17   8.8011437e-18   1.0616239e-16
   1.4125380e+00   1.0864130e-17   4.6379939e-17   2.0217804e-17   9.1441413e-17   8.7405571e-18   1.0543158e-16
   1.4321880e+00   1.0789340e-17   4.6060662e-17   2.0078626e-17   9.0811935e-17   8.6803875e-18   1.0470579e-16
   1.4521120e+00   1.0715070e-17   4.5743583e-17   1.9940406e-17   9.0186790e-17   8.6206321e-18   1.0398500e-16
   1.4723130e+00   1.0641310e-17   4.5428686e-17   1.9803137e-17   8.9565949e-17   8.5612881e-18   1.0326917e-16
   1.4927940e+00   1.0568050e-17   4.5115957e-17   1.9666813e-17   8.8949381e-17   8.5023526e-18   1.0255827e-16
   1.5135610e+00   1.0495300e-17   4.4805381e-17   1.9531428e-17   8.8337058e-17   8.4438229e-18   1.0185227e-16
   1.5346170e+00   1.0423050e-17   4.4496943e-17   1.9396974e-17   8.7728950e-17   8.3856960e-18   1.0115112e-16
   1.5559660e+00   1.0351300e-17   4.4190628e-17   1.9263446e-17   8.7125028e-17   8.3279693e-18   1.0045480e-16
   1.5776110e+00   1.0280040e-17   4.3886422e-17   1.9130838e-17   8.6525263e-17   8.2706399e-18   9.9763274e-17
   1.5995580e+00   1.0209280e-17   4.3584310e-17   1.8999142e-17   8.5929628e-17   8.2137052e-18   9.9076510e-17
   1.6218100e+00   1.0139000e-17   4.3284278e-17   1.8868353e-17   8.5338092e-17   8.1571625e-18   9.8394472e-17
   1.6443720e+00   1.0069200e-17   4.2986311e-17   1.8738464e-17   8.4750629e-17   8.1010090e-18   9.7717128e-17
   1.6672470e+00   9.9998830e-18   4.2690395e-17   1.8609469e-17   8.4167210e-17   8.0452420e-18   9.7044448e-17
   1.6904410e+00   9.9310440e-18   4.2396517e-17   1.8481363e-17   8.3587807e-17   7.9898590e-18   9.6376399e-17
   1.7139570e+00   9.8626800e-18   4.2104661e-17   1.8354138e-17   8.3012392e-17   7.9348572e-18   9.5712949e-17
   1.7378010e+00   9.7947850e-18   4.1814815e-17   1.8227789e-17   8.2440939e-17   7.8802340e-18   9.5054065e-17
   1.7619760e+00   9.7273590e-18   4.1526963e-17   1.8102310e-17   8.1873420e-17   7.8259868e-18   9.4399718e-17
   1.7864880e+00   9.6603960e-18   4.1241094e-17   1.7977694e-17   8.1309807e-17   7.7721131e-18   9.3749875e-17
   1.8113400e+00   9.5938940e-18   4.0957192e-17   1.7853937e-17   8.0750074e-17   7.7186103e-18   9.3104505e-17
   1.8365380e+00   9.5278500e-18   4.0675245e-17   1.7731031e-17   8.0194195e-17   7.6654757e-18   9.2463578e-17
   1.8620870e+00   9.4622610e-18   4.0395238e-17   1.7608971e-17   7.9642142e-17   7.6127070e-18   9.1827063e-17
   1.8879910e+00   9.3971230e-18   4.0117159e-17   1.7487752e-17   7.9093889e-17   7.5603015e-18   9.1194930e-17
   1.9142560e+00   9.3324340e-18   3.9840995e-17   1.7367367e-17   7.8549411e-17   7.5082567e-18   9.0567149e-17
   1.9408860e+00   9.2681900e-18   3.9566731e-17   1.7247811e-17   7.8008680e-17   7.4565702e-18   8.9943689e-17
   1.9678860e+00   9.2043880e-18   3.9294356e-17   1.7129078e-17   7.7471672e-17   7.4052396e-18   8.9324521e-17
   1.9952620e+00   9.1410260e-18   3.9023855e-17   1.7011162e-17   7.6938361e-17   7.3542623e-18   8.8709615e-17
   2.0230190e+00   9.0780990e-18   3.8755217e-17   1.6894058e-17   7.6408721e-17   7.3036359e-18   8.8098943e-17
   2.0511620e+00   9.0156060e-18   3.8488428e-17   1.6777760e-17   7.5882727e-17   7.2533580e-18   8.7492474e-17
   2.0796970e+00   8.9535430e-18   3.8223476e-17   1.6662263e-17   7.5360354e-17   7.2034262e-18   8.6890180e-17
   2.1086280e+00   8.8919070e-18   3.7960347e-17   1.6547561e-17   7.4841577e-17   7.1538382e-18   8.6292032e-17
   2.1379620e+00   8.8306960e-18   3.7699030e-17   1.6433648e-17   7.4326371e-17   7.1045915e-18   8.5698002e-17
   2.1677040e+00   8.7699060e-18   3.7439512e-17   1.6320520e-17   7.3814712e-17   7.0556839e-18   8.5108061e-17
   2.1978600e+00   8.7095340e-18   3.7181780e-17   1.6208170e-17   7.3306575e-17   7.0071129e-18   8.4522181e-17
   2.2284350e+00   8.6495780e-18   3.6925822e-17   1.6096594e-17   7.2801936e-17   6.9588763e-18   8.3940335e-17
   2.2594360e+00   8.5900350e-18   3.6671627e-17   1.5985786e-17   7.2300771e-17   6.9109717e-18   8.3362493e-17
   2.2908680e+00   8.5309010e-18   3.6419181e-17   1.5875740e-17   7.1803056e-17   6.8633969e-18   8.2788630e-17
   2.3227370e+00   8.4721750e-18   3.6168473e-17   1.5766453e-17   7.1308768e-17   6.8161496e-18   8.2218717e-17
   2.3550490e+00   8.4138530e-18   3.5919491e-17   1.5657917e-17   7.0817881e-17   6.7692276e-18   8.1652727e-17
   2.3878110e+00   8.3559330e-18   3.5672223e-17   1.5550129e-17   7.0330375e-17   6.7226285e-18   8.1090634e-17
   2.4210290e+00   8.2984110e-18   3.5426657e-17   1.5443082e-17   6.9846224e-17   6.6763503e-18   8.0532410e-17
   2.4547090e+00   8.2412850e-18   3.5182782e-17   1.5336773e-17   6.9365406e-17   6.6303906e-18   7.9978029e-17
   2.4888570e+00   8.1845520e-18   3.4940585e-17   1.5231195e-17   6.8887898e-17   6.5847473e-18   7.9427464e-17
   2.5234810e+00   8.1282100e-18   3.4700056e-17   1.5126344e-17   6.8413677e-17   6.5394182e-18   7.8880689e-17
   2.5585860e+00   8.0722560e-18   3.4461182e-17   1.5022215e-17   6.7942720e-17   6.4944012e-18   7.8337678e-17
   2.5941790e+00   8.0166870e-18   3.4223953e-17   1.4918803e-17   6.7475006e-17   6.4496940e-18   7.7798406e-17
   2.6302680e+00   7.9615010e-18   3.3988357e-17   1.4816103e-17   6.7010511e-17   6.4052947e-18   7.7262845e-17
   2.6668590e+00   7.9066940e-18   3.3754383e-17   1.4714110e-17   6.6549214e-17   6.3612009e-18   7.6730971e-17
   2.7039580e+00   7.8522650e-18   3.3522020e-17   1.4612818e-17   6.6091092e-17   6.3174107e-18   7.6202759e-17
   2.7415740e+00   7.7982100e-18   3.3291256e-17   1.4512224e-17   6.5636125e-17   6.2739220e-18   7.5678183e-17
   2.7797130e+00   7.7445280e-18   3.3062080e-17   1.4412323e-17   6.5184289e-17   6.2307326e-18   7.5157218e-17
   2.8183830e+00   7.6912150e-18   3.2834482e-17   1.4313109e-17   6.4735563e-17   6.1878405e-18   7.4639839e-17
   2.8575910e+00   7.6382690e-18   3.2608451e-17   1.4214579e-17   6.4289927e-17   6.1452437e-18   7.4126022e-17
