   1.0000000e+02   4.6242154e+01  -1.0436040e+02   4.8452391e+01  -1.0435942e+02   4.8848741e+01  -1.0435428e+02   4.8364528e+01  -1.0435013e+02   4.7950919e+01  -1.0434766e+02   4.6452033e+01   2.5565952e+02   4.3852664e+01   2.5566978e+02
   1.0004606e+02   4.6211383e+01  -1.0434941e+02   4.8420182e+01  -1.0434844e+02   4.8816274e+01  -1.0434329e+02   4.8332376e+01  -1.0433914e+02   4.7919036e+01  -1.0433667e+02   4.6421125e+01   2.5567051e+02   4.3823452e+01   2.5568078e+02
   1.0009215e+02   4.6180627e+01  -1.0433842e+02   4.8387987e+01  -1.0433745e+02   4.8783822e+01  -1.0433230e+02   4.8300239e+01  -1.0432815e+02   4.7887168e+01  -1.0432567e+02   4.6390232e+01   2.5568151e+02   4.3794254e+01   2.5569178e+02
   1.0013825e+02   4.6149885e+01  -1.0432742e+02   4.8355808e+01  -1.0432645e+02   4.8751386e+01  -1.0432129e+02   4.8268117e+01  -1.0431714e+02   4.7855315e+01  -1.0431467e+02   4.6359354e+01   2.5569252e+02   4.3765069e+01   2.5570280e+02
   1.0018438e+02   4.6119158e+01  -1.0431641e+02   4.8323644e+01  -1.0431543e+02   4.8718964e+01  -1.0431028e+02   4.8236010e+01  -1.0430612e+02   4.7823476e+01  -1.0430365e+02   4.6328490e+01   2.5570354e+02   4.3735898e+01   2.5571383e+02
   1.0023052e+02   4.6088445e+01  -1.0430538e+02   4.8291495e+01  -1.0430441e+02   4.8686558e+01  -1.0429925e+02   4.8203918e+01  -1.0429510e+02   4.7791653e+01  -1.0429262e+02   4.6297640e+01   2.5571458e+02   4.3706740e+01   2.5572487e+02
   1.0027669e+02   4.6057746e+01  -1.0429435e+02   4.8259362e+01  -1.0429338e+02   4.8654167e+01  -1.0428821e+02   4.8171841e+01  -1.0428406e+02   4.7759845e+01  -1.0428158e+02   4.6266805e+01   2.5572562e+02   4.3677596e+01   2.5573591e+02
   1.0032288e+02   4.6027062e+01  -1.0428331e+02   4.8227243e+01  -1.0428233e+02   4.8621792e+01  -1.0427717e+02   4.8139779e+01  -1.0427301e+02   4.7728051e+01  -1.0427053e+02   4.6235985e+01   2.5573667e+02   4.3648466e+01   2.5574697e+02
   1.0036909e+02   4.5996392e+01  -1.0427225e+02   4.8195139e+01  -1.0427128e+02   4.8589431e+01  -1.0426611e+02   4.8107732e+01  -1.0426195e+02   4.7696272e+01  -1.0425947e+02   4.6205179e+01   2.5574774e+02   4.3619350e+01   2.5575804e+02
   1.0041533e+02   4.5965736e+01  -1.0426119e+02   4.8163050e+01  -1.0426021e+02   4.8557086e+01  -1.0425504e+02   4.8075701e+01  -1.0425088e+02   4.7664509e+01  -1.0424839e+02   4.6174387e+01   2.5575881e+02   4.3590247e+01   2.5576912e+02
   1.0046158e+02   4.5935095e+01  -1.0425011e+02   4.8130977e+01  -1.0424913e+02   4.8524756e+01  -1.0424396e+02   4.8043684e+01  -1.0423980e+02   4.7632760e+01  -1.0423731e+02   4.6143610e+01   2.5576990e+02   4.3561158e+01   2.5578021e+02
   1.0050785e+02   4.5904469e+01  -1.0423902e+02   4.8098919e+01  -1.0423805e+02   4.8492441e+01  -1.0423287e+02   4.8011683e+01  -1.0422870e+02   4.7601026e+01  -1.0422622e+02   4.6112847e+01   2.5578099e+02   4.3532083e+01   2.5579131e+02
   1.0055415e+02   4.5873856e+01  -1.0422793e+02   4.8066875e+01  -1.0422695e+02   4.8460141e+01  -1.0422177e+02   4.7979696e+01  -1.0421760e+02   4.7569307e+01  -1.0421512e+02   4.6082099e+01   2.5579210e+02   4.3503021e+01   2.5580243e+02
   1.0060047e+02   4.5843259e+01  -1.0421682e+02   4.8034847e+01  -1.0421584e+02   4.8427857e+01  -1.0421066e+02   4.7947725e+01  -1.0420649e+02   4.7537603e+01  -1.0420400e+02   4.6051365e+01   2.5580322e+02   4.3473973e+01   2.5581355e+02
   1.0064681e+02   4.5812675e+01  -1.0420570e+02   4.8002834e+01  -1.0420472e+02   4.8395588e+01  -1.0419954e+02   4.7915768e+01  -1.0419537e+02   4.7505914e+01  -1.0419288e+02   4.6020646e+01   2.5581435e+02   4.3444938e+01   2.5582468e+02
   1.0069317e+02   4.5782106e+01  -1.0419457e+02   4.7970836e+01  -1.0419359e+02   4.8363334e+01  -1.0418841e+02   4.7883827e+01  -1.0418423e+02   4.7474240e+01  -1.0418174e+02   4.5989941e+01   2.5582549e+02   4.3415918e+01   2.5583582e+02
   1.0073955e+02   4.5751552e+01  -1.0418343e+02   4.7938853e+01  -1.0418245e+02   4.8331095e+01  -1.0417727e+02   4.7851901e+01  -1.0417309e+02   4.7442581e+01  -1.0417060e+02   4.5959251e+01   2.5583663e+02   4.3386911e+01   2.5584698e+02
   1.0078595e+02   4.5721012e+01  -1.0417228e+02   4.7906885e+01  -1.0417130e+02   4.8298872e+01  -1.0416611e+02   4.7819990e+01  -1.0416193e+02   4.7410937e+01  -1.0415944e+02   4.5928575e+01   2.5584779e+02   4.3357918e+01   2.5585814e+02
   1.0083238e+02   4.5690486e+01  -1.0416112e+02   4.7874933e+01  -1.0416014e+02   4.8266663e+01  -1.0415495e+02   4.7788094e+01  -1.0415077e+02   4.7379308e+01  -1.0414827e+02   4.5897914e+01   2.5585897e+02   4.3328938e+01   2.5586932e+02
   1.0087882e+02   4.5659975e+01  -1.0414995e+02   4.7842995e+01  -1.0414897e+02   4.8234470e+01  -1.0414377e+02   4.7756213e+01  -1.0413959e+02   4.7347694e+01  -1.0413709e+02   4.5867267e+01   2.5587015e+02   4.3299972e+01   2.5588051e+02
   1.0092529e+02   4.5629478e+01  -1.0413876e+02   4.7811073e+01  -1.0413778e+02   4.8202293e+01  -1.0413259e+02   4.7724347e+01  -1.0412840e+02   4.7316095e+01  -1.0412591e+02   4.5836635e+01   2.5588134e+02   4.3271020e+01   2.5589170e+02
   1.0097178e+02   4.5598996e+01  -1.0412757e+02   4.7779165e+01  -1.0412659e+02   4.8170130e+01  -1.0412139e+02   4.7692497e+01  -1.0411720e+02   4.7284511e+01  -1.0411471e+02   4.5806017e+01   2.5589254e+02   4.3242082e+01   2.5590291e+02
   1.0101829e+02   4.5568528e+01  -1.0411637e+02   4.7747273e+01  -1.0411539e+02   4.8137983e+01  -1.0411018e+02   4.7660661e+01  -1.0410599e+02   4.7252941e+01  -1.0410350e+02   4.5775414e+01   2.5590375e+02   4.3213157e+01   2.5591413e+02
   1.0106482e+02   4.5538075e+01  -1.0410515e+02   4.7715396e+01  -1.0410417e+02   4.8105851e+01  -1.0409897e+02   4.7628841e+01  -1.0409478e+02   4.7221387e+01  -1.0409228e+02   4.5744826e+01   2.5591498e+02   4.3184246e+01   2.5592536e+02
   1.0111137e+02   4.5507636e+01  -1.0409393e+02   4.7683535e+01  -1.0409294e+02   4.8073734e+01  -1.0408774e+02   4.7597036e+01  -1.0408354e+02   4.7189848e+01  -1.0408104e+02   4.5714252e+01   2.5592621e+02   4.3155349e+01   2.5593660e+02
