   0.0000000e+00             NaN   4.3179165e-12   6.5426887e-10   2.5714150e-07             NaN             NaN   2.1235146e-04
   5.0000000e-01   8.6084295e-08   4.0575549e-12   4.6941074e-10   5.4013857e-07   3.3320205e-10             NaN   1.5224784e-04
   1.0000000e+00   3.2102840e-08   3.7971934e-12   2.0319011e-10   3.9553113e-08   1.2397206e-10             NaN   6.5765305e-05
   1.5000000e+00   2.0305358e-08   3.5368318e-12   1.3851842e-10   2.5997467e-08   7.8111244e-11             NaN   4.4677742e-05
   2.0000000e+00   1.2712456e-08   3.2764703e-12   1.1589626e-10   7.7389457e-09   4.8637681e-11             NaN   3.7198842e-05
   2.5000000e+00   7.5621688e-09   3.0161087e-12   9.7506183e-11   8.2704756e-09   2.8730092e-11             NaN   3.1098994e-05
   3.0000000e+00   5.4014773e-09   2.7557471e-12   9.8637209e-11   4.1523682e-09   2.0344287e-11             NaN   3.1215854e-05
   3.5000000e+00   4.2626887e-09   2.4953856e-12   9.7633976e-11   2.6533946e-09   1.5890088e-11             NaN   3.0613076e-05
   4.0000000e+00   3.1930443e-09   2.2350240e-12   9.0558332e-11   2.3261478e-09   1.1760109e-11             NaN   2.8089195e-05
   4.5000000e+00   2.2601409e-09   1.9746624e-12   8.6622374e-11   1.5254794e-09   8.2097425e-12             NaN   2.6537361e-05
   5.0000000e+00   1.7312338e-09   1.7143009e-12   8.5563140e-11   4.7775137e-10   6.1905506e-12             NaN   2.5847454e-05
   5.5000000e+00   1.5208038e-09   1.4539393e-12   8.2425577e-11   2.7386923e-10   5.3429449e-12             NaN   2.4510582e-05
   6.0000000e+00   2.8406390e-09   1.1935777e-12   7.5637182e-11   2.1762018e-10   9.7851615e-12             NaN   2.2100927e-05
   6.5000000e+00   7.1130845e-09   9.3321617e-13   7.6460870e-11   1.7605721e-10   2.3972526e-11             NaN   2.1911959e-05
   7.0000000e+00   9.6720898e-09   6.7285461e-13   8.1732768e-11   1.8973221e-10   3.1818518e-11             NaN   2.2926755e-05
   7.5000000e+00   6.6556658e-09   4.1249304e-13   8.0659194e-11   2.7971542e-10   2.1319920e-11             NaN   2.2099852e-05
   8.0000000e+00   2.1800543e-09   1.5213148e-13   7.7604685e-11   2.0873445e-10   6.7818075e-12             NaN   2.0722215e-05
   8.5000000e+00   7.4411087e-10   1.4804658e-13   7.4067125e-11   2.8260352e-10   2.2415827e-12             NaN   1.9228228e-05
   9.0000000e+00   8.0213430e-10   1.4396167e-13   7.4529532e-11   3.6465655e-10   2.3326331e-12             NaN   1.8761960e-05
   9.5000000e+00   1.0933592e-09   1.3987677e-13   7.8017399e-11   5.8893742e-10   3.0588316e-12             NaN   1.8991170e-05
   1.0000000e+01   1.3193896e-09   1.3579187e-13   7.9649043e-11   1.5540791e-09   3.5376335e-12             NaN   1.8690153e-05
   1.0500000e+01   1.2838552e-09   1.3170697e-13   7.8142493e-11   1.2383280e-09   3.2852404e-12             NaN   1.7616514e-05
   1.1000000e+01   9.8381582e-10   1.2762206e-13   7.6250232e-11   3.9362690e-10   2.3911712e-12             NaN   1.6452966e-05
   1.1500000e+01   5.8586358e-10   1.2353716e-13   7.8260217e-11   2.3362704e-10   1.3452133e-12             NaN   1.6095109e-05
   1.2000000e+01   3.6196501e-10   1.1945226e-13   8.0046982e-11   1.3403117e-10   7.8029609e-13             NaN   1.5616959e-05
   1.2500000e+01   3.1770328e-10   1.1536736e-13   8.1564983e-11   7.3427829e-11   6.3836377e-13             NaN   1.5014796e-05
   1.3000000e+01   3.8966954e-10   1.1128245e-13   8.6342842e-11   8.4820199e-11   7.2356647e-13             NaN   1.4904567e-05
   1.3500000e+01   5.3026652e-10   1.0719755e-13   8.9462812e-11   4.3597705e-11   9.0060930e-13             NaN   1.4377401e-05
   1.4000000e+01   6.0553846e-10   1.0311265e-13   9.4498419e-11   4.3907945e-11   9.2884309e-13             NaN   1.4018459e-05
   1.4500000e+01   4.7455443e-10   9.9027744e-14   1.0312157e-10   2.7129657e-11   6.4699688e-13             NaN   1.3976506e-05
   1.5000000e+01   3.4339614e-10   9.4942842e-14   1.1469067e-10   2.3998746e-11   4.0754172e-13             NaN   1.4023576e-05
   1.5500000e+01   4.0220961e-10   9.0857939e-14   1.3730260e-10   1.1116470e-11   4.0388531e-13             NaN   1.4905883e-05
   1.6000000e+01   4.8293872e-10   8.6773036e-14   1.7219135e-10   9.9981170e-12   3.9382537e-13             NaN   1.6255203e-05
   1.6500000e+01   6.4053209e-10   8.5254810e-14   2.0213857e-10   6.2328388e-12   3.9759285e-13             NaN   1.6129070e-05
   1.7000000e+01   1.1945719e-09   8.3736584e-14   2.1294504e-10   4.6521581e-12   5.0159690e-13             NaN   1.3784525e-05
   1.7500000e+01             NaN   8.2218358e-14   2.6447623e-10   5.4138206e-12             NaN             NaN   1.3018548e-05
   1.8000000e+01             NaN   8.0700131e-14   3.9082203e-10   3.9814334e-12             NaN             NaN   1.3000874e-05
   1.8500000e+01   3.3579616e-09   7.9181905e-14   7.7220045e-10   6.9970370e-12   7.3568245e-13   1.3060333e-11   1.3017366e-05
   1.9000000e+01   2.4133835e-09   7.7663679e-14             Inf   1.7589952e-11   1.0722043e-12   1.3049969e-11   1.2562648e-05
   1.9500000e+01   1.2863813e-09   7.6145453e-14   6.9306964e-10   1.1004004e-11   8.6904453e-13   1.3027927e-11   1.1994976e-05
   2.0000000e+01   6.3531902e-10   7.4627227e-14   3.3417211e-10   8.2897066e-12   5.8004030e-13   1.3013426e-11   1.1717274e-05
   2.0500000e+01   3.8520550e-10   7.3109001e-14   2.1521094e-10   6.7954235e-12   4.4550389e-13   1.3006961e-11   1.1464219e-05
   2.1000000e+01   3.5299365e-10   7.1590774e-14   1.4693688e-10   7.7760227e-12   4.9638568e-13   1.3003145e-11   1.0568481e-05
   2.1500000e+01   3.0925034e-10   7.0072548e-14   1.1099974e-10   8.0592563e-12   5.1398761e-13   1.2998407e-11   1.0104360e-05
   2.2000000e+01   2.2274790e-10   6.8554322e-14   9.1622763e-11   1.2311582e-11   4.2857260e-13   1.2993325e-11   1.0132119e-05
   2.2500000e+01   1.7883376e-10   6.7036096e-14   7.8259346e-11   3.9471468e-12   3.9203419e-13   1.2989791e-11   1.0219841e-05
   2.3000000e+01   1.6705739e-10   6.5517870e-14   6.7424327e-11   3.3222905e-12   4.1204552e-13   1.2986832e-11   1.0183983e-05
