   1.0000000e+00  -1.7710873e+02  -1.7423211e+02   1.7710873e+02   1.7423211e+02
   1.0004606e+00  -1.7710870e+02  -1.7423206e+02   1.7710870e+02   1.7423206e+02
   1.0009215e+00  -1.7710868e+02  -1.7423200e+02   1.7710868e+02   1.7423200e+02
   1.0013825e+00  -1.7710865e+02  -1.7423195e+02   1.7710865e+02   1.7423195e+02
   1.0018438e+00  -1.7710862e+02  -1.7423190e+02   1.7710862e+02   1.7423190e+02
   1.0023052e+00  -1.7710860e+02  -1.7423184e+02   1.7710860e+02   1.7423184e+02
   1.0027669e+00  -1.7710857e+02  -1.7423179e+02   1.7710857e+02   1.7423179e+02
   1.0032288e+00  -1.7710854e+02  -1.7423174e+02   1.7710854e+02   1.7423174e+02
   1.0036909e+00  -1.7710851e+02  -1.7423168e+02   1.7710851e+02   1.7423168e+02
   1.0041533e+00  -1.7710849e+02  -1.7423163e+02   1.7710849e+02   1.7423163e+02
   1.0046158e+00  -1.7710846e+02  -1.7423158e+02   1.7710846e+02   1.7423158e+02
   1.0050785e+00  -1.7710843e+02  -1.7423152e+02   1.7710843e+02   1.7423152e+02
   1.0055415e+00  -1.7710841e+02  -1.7423147e+02   1.7710841e+02   1.7423147e+02
   1.0060047e+00  -1.7710838e+02  -1.7423141e+02   1.7710838e+02   1.7423141e+02
   1.0064681e+00  -1.7710835e+02  -1.7423136e+02   1.7710835e+02   1.7423136e+02
   1.0069317e+00  -1.7710832e+02  -1.7423131e+02   1.7710832e+02   1.7423131e+02
   1.0073955e+00  -1.7710830e+02  -1.7423125e+02   1.7710830e+02   1.7423125e+02
   1.0078595e+00  -1.7710827e+02  -1.7423120e+02   1.7710827e+02   1.7423120e+02
   1.0083238e+00  -1.7710824e+02  -1.7423114e+02   1.7710824e+02   1.7423114e+02
   1.0087882e+00  -1.7710822e+02  -1.7423109e+02   1.7710822e+02   1.7423109e+02
   1.0092529e+00  -1.7710819e+02  -1.7423104e+02   1.7710819e+02   1.7423104e+02
   1.0097178e+00  -1.7710816e+02  -1.7423098e+02   1.7710816e+02   1.7423098e+02
   1.0101829e+00  -1.7710813e+02  -1.7423093e+02   1.7710813e+02   1.7423093e+02
   1.0106482e+00  -1.7710811e+02  -1.7423087e+02   1.7710811e+02   1.7423087e+02
   1.0111137e+00  -1.7710808e+02  -1.7423082e+02   1.7710808e+02   1.7423082e+02
   1.0115795e+00  -1.7710805e+02  -1.7423076e+02   1.7710805e+02   1.7423076e+02
   1.0120454e+00  -1.7710802e+02  -1.7423071e+02   1.7710802e+02   1.7423071e+02
   1.0125116e+00  -1.7710800e+02  -1.7423065e+02   1.7710800e+02   1.7423065e+02
   1.0129780e+00  -1.7710797e+02  -1.7423060e+02   1.7710797e+02   1.7423060e+02
   1.0134446e+00  -1.7710794e+02  -1.7423054e+02   1.7710794e+02   1.7423054e+02
   1.0139114e+00  -1.7710791e+02  -1.7423049e+02   1.7710791e+02   1.7423049e+02
   1.0143784e+00  -1.7710789e+02  -1.7423043e+02   1.7710789e+02   1.7423043e+02
   1.0148457e+00  -1.7710786e+02  -1.7423038e+02   1.7710786e+02   1.7423038e+02
   1.0153131e+00  -1.7710783e+02  -1.7423032e+02   1.7710783e+02   1.7423032e+02
   1.0157808e+00  -1.7710780e+02  -1.7423027e+02   1.7710780e+02   1.7423027e+02
   1.0162487e+00  -1.7710777e+02  -1.7423021e+02   1.7710777e+02   1.7423021e+02
   1.0167168e+00  -1.7710775e+02  -1.7423016e+02   1.7710775e+02   1.7423016e+02
   1.0171851e+00  -1.7710772e+02  -1.7423010e+02   1.7710772e+02   1.7423010e+02
   1.0176537e+00  -1.7710769e+02  -1.7423005e+02   1.7710769e+02   1.7423005e+02
   1.0181224e+00  -1.7710766e+02  -1.7422999e+02   1.7710766e+02   1.7422999e+02
   1.0185914e+00  -1.7710764e+02  -1.7422994e+02   1.7710764e+02   1.7422994e+02
   1.0190606e+00  -1.7710761e+02  -1.7422988e+02   1.7710761e+02   1.7422988e+02
   1.0195300e+00  -1.7710758e+02  -1.7422983e+02   1.7710758e+02   1.7422983e+02
   1.0199996e+00  -1.7710755e+02  -1.7422977e+02   1.7710755e+02   1.7422977e+02
   1.0204694e+00  -1.7710752e+02  -1.7422972e+02   1.7710752e+02   1.7422972e+02
   1.0209395e+00  -1.7710750e+02  -1.7422966e+02   1.7710750e+02   1.7422966e+02
   1.0214098e+00  -1.7710747e+02  -1.7422961e+02   1.7710747e+02   1.7422961e+02
   1.0218802e+00  -1.7710744e+02  -1.7422955e+02   1.7710744e+02   1.7422955e+02
   1.0223509e+00  -1.7710741e+02  -1.7422949e+02   1.7710741e+02   1.7422949e+02
   1.0228219e+00  -1.7710738e+02  -1.7422944e+02   1.7710738e+02   1.7422944e+02
   1.0232930e+00  -1.7710736e+02  -1.7422938e+02   1.7710736e+02   1.7422938e+02
   1.0237643e+00  -1.7710733e+02  -1.7422933e+02   1.7710733e+02   1.7422933e+02
   1.0242359e+00  -1.7710730e+02  -1.7422927e+02   1.7710730e+02   1.7422927e+02
   1.0247077e+00  -1.7710727e+02  -1.7422921e+02   1.7710727e+02   1.7422921e+02
   1.0251797e+00  -1.7710724e+02  -1.7422916e+02   1.7710724e+02   1.7422916e+02
   1.0256519e+00  -1.7710721e+02  -1.7422910e+02   1.7710721e+02   1.7422910e+02
   1.0261244e+00  -1.7710719e+02  -1.7422905e+02   1.7710719e+02   1.7422905e+02
   1.0265970e+00  -1.7710716e+02  -1.7422899e+02   1.7710716e+02   1.7422899e+02
   1.0270699e+00  -1.7710713e+02  -1.7422893e+02   1.7710713e+02   1.7422893e+02
   1.0275430e+00  -1.7710710e+02  -1.7422888e+02   1.7710710e+02   1.7422888e+02
   1.0280163e+00  -1.7710707e+02  -1.7422882e+02   1.7710707e+02   1.7422882e+02
   1.0284898e+00  -1.7710704e+02  -1.7422876e+02   1.7710704e+02   1.7422876e+02
   1.0289636e+00  -1.7710702e+02  -1.7422871e+02   1.7710702e+02   1.7422871e+02
   1.0294375e+00  -1.7710699e+02  -1.7422865e+02   1.7710699e+02   1.7422865e+02
   1.0299117e+00  -1.7710696e+02  -1.7422860e+02   1.7710696e+02   1.7422860e+02
   1.0303861e+00  -1.7710693e+02  -1.7422854e+02   1.7710693e+02   1.7422854e+02
   1.0308607e+00  -1.7710690e+02  -1.7422848e+02   1.7710690e+02   1.7422848e+02
   1.0313356e+00  -1.7710687e+02  -1.7422843e+02   1.7710687e+02   1.7422843e+02
   1.0318106e+00  -1.7710684e+02  -1.7422837e+02   1.7710684e+02   1.7422837e+02
   1.0322859e+00  -1.7710682e+02  -1.7422831e+02   1.7710682e+02   1.7422831e+02
   1.0327614e+00  -1.7710679e+02  -1.7422825e+02   1.7710679e+02   1.7422825e+02
   1.0332371e+00  -1.7710676e+02  -1.7422820e+02   1.7710676e+02   1.7422820e+02
   1.0337131e+00  -1.7710673e+02  -1.7422814e+02   1.7710673e+02   1.7422814e+02
   1.0341892e+00  -1.7710670e+02  -1.7422808e+02   1.7710670e+02   1.7422808e+02
   1.0346656e+00  -1.7710667e+02  -1.7422803e+02   1.7710667e+02   1.7422803e+02
   1.0351422e+00  -1.7710664e+02  -1.7422797e+02   1.7710664e+02   1.7422797e+02
   1.0356190e+00  -1.7710661e+02  -1.7422791e+02   1.7710661e+02   1.7422791e+02
   1.0360960e+00  -1.7710659e+02  -1.7422785e+02   1.7710659e+02   1.7422785e+02
   1.0365733e+00  -1.7710656e+02  -1.7422780e+02   1.7710656e+02   1.7422780e+02
   1.0370507e+00  -1.7710653e+02  -1.7422774e+02   1.7710653e+02   1.7422774e+02
   1.0375284e+00  -1.7710650e+02  -1.7422768e+02   1.7710650e+02   1.7422768e+02
   1.0380063e+00  -1.7710647e+02  -1.7422763e+02   1.7710647e+02   1.7422763e+02
   1.0384845e+00  -1.7710644e+02  -1.7422757e+02   1.7710644e+02   1.7422757e+02
   1.0389628e+00  -1.7710641e+02  -1.7422751e+02   1.7710641e+02   1.7422751e+02
   1.0394414e+00  -1.7710638e+02  -1.7422745e+02   1.7710638e+02   1.7422745e+02
   1.0399202e+00  -1.7710635e+02  -1.7422739e+02   1.7710635e+02   1.7422739e+02
   1.0403992e+00  -1.7710633e+02  -1.7422734e+02   1.7710633e+02   1.7422734e+02
   1.0408784e+00  -1.7710630e+02  -1.7422728e+02   1.7710630e+02   1.7422728e+02
   1.0413579e+00  -1.7710627e+02  -1.7422722e+02   1.7710627e+02   1.7422722e+02
   1.0418375e+00  -1.7710624e+02  -1.7422716e+02   1.7710624e+02   1.7422716e+02
   1.0423174e+00  -1.7710621e+02  -1.7422711e+02   1.7710621e+02   1.7422711e+02
   1.0427975e+00  -1.7710618e+02  -1.7422705e+02   1.7710618e+02   1.7422705e+02
   1.0432779e+00  -1.7710615e+02  -1.7422699e+02   1.7710615e+02   1.7422699e+02
   1.0437584e+00  -1.7710612e+02  -1.7422693e+02   1.7710612e+02   1.7422693e+02
   1.0442392e+00  -1.7710609e+02  -1.7422687e+02   1.7710609e+02   1.7422687e+02
   1.0447202e+00  -1.7710606e+02  -1.7422681e+02   1.7710606e+02   1.7422681e+02
   1.0452014e+00  -1.7710603e+02  -1.7422676e+02   1.7710603e+02   1.7422676e+02
   1.0456829e+00  -1.7710600e+02  -1.7422670e+02   1.7710600e+02   1.7422670e+02
   1.0461646e+00  -1.7710597e+02  -1.7422664e+02   1.7710597e+02   1.7422664e+02
   1.0466464e+00  -1.7710594e+02  -1.7422658e+02   1.7710594e+02   1.7422658e+02
   1.0471285e+00  -1.7710591e+02  -1.7422652e+02   1.7710591e+02   1.7422652e+02
   1.0476109e+00  -1.7710589e+02  -1.7422646e+02   1.7710589e+02   1.7422646e+02
   1.0480934e+00  -1.7710586e+02  -1.7422641e+02   1.7710586e+02   1.7422641e+02
   1.0485762e+00  -1.7710583e+02  -1.7422635e+02   1.7710583e+02   1.7422635e+02
   1.0490592e+00  -1.7710580e+02  -1.7422629e+02   1.7710580e+02   1.7422629e+02
   1.0495424e+00  -1.7710577e+02  -1.7422623e+02   1.7710577e+02   1.7422623e+02
   1.0500259e+00  -1.7710574e+02  -1.7422617e+02   1.7710574e+02   1.7422617e+02
   1.0505095e+00  -1.7710571e+02  -1.7422611e+02   1.7710571e+02   1.7422611e+02
   1.0509934e+00  -1.7710568e+02  -1.7422605e+02   1.7710568e+02   1.7422605e+02
   1.0514775e+00  -1.7710565e+02  -1.7422599e+02   1.7710565e+02   1.7422599e+02
   1.0519619e+00  -1.7710562e+02  -1.7422593e+02   1.7710562e+02   1.7422593e+02
   1.0524464e+00  -1.7710559e+02  -1.7422588e+02   1.7710559e+02   1.7422588e+02
   1.0529312e+00  -1.7710556e+02  -1.7422582e+02   1.7710556e+02   1.7422582e+02
   1.0534162e+00  -1.7710553e+02  -1.7422576e+02   1.7710553e+02   1.7422576e+02
   1.0539014e+00  -1.7710550e+02  -1.7422570e+02   1.7710550e+02   1.7422570e+02
   1.0543869e+00  -1.7710547e+02  -1.7422564e+02   1.7710547e+02   1.7422564e+02
   1.0548726e+00  -1.7710544e+02  -1.7422558e+02   1.7710544e+02   1.7422558e+02
   1.0553585e+00  -1.7710541e+02  -1.7422552e+02   1.7710541e+02   1.7422552e+02
   1.0558446e+00  -1.7710538e+02  -1.7422546e+02   1.7710538e+02   1.7422546e+02
   1.0563309e+00  -1.7710535e+02  -1.7422540e+02   1.7710535e+02   1.7422540e+02
   1.0568175e+00  -1.7710532e+02  -1.7422534e+02   1.7710532e+02   1.7422534e+02
   1.0573043e+00  -1.7710529e+02  -1.7422528e+02   1.7710529e+02   1.7422528e+02
