   5.0000000e-01   8.6084295e-08   2.1640491e-10   2.7341617e-10
   1.0000000e+00   3.2102840e-08   9.7225930e-11   1.0172780e-10
   1.5000000e+00   2.0305358e-08   6.5411073e-11   6.4095601e-11
   2.0000000e+00   1.2712456e-08   4.7164450e-11   3.9910384e-11
   2.5000000e+00   7.5621688e-09   3.7789761e-11   2.3574797e-11
   3.0000000e+00   5.4014773e-09   3.3914311e-11   1.6693633e-11
   3.5000000e+00   4.2626887e-09   3.1793739e-11   1.3038621e-11
   4.0000000e+00   3.1930443e-09   3.0427603e-11   9.6496863e-12
   4.5000000e+00   2.2601409e-09   2.9652669e-11   6.7363934e-12
   5.0000000e+00   1.7312338e-09   2.9267581e-11   5.0795209e-12
   5.5000000e+00   1.5208038e-09   2.9046351e-11   4.3839872e-12
   6.0000000e+00   2.8406390e-09   2.8880458e-11   8.0288107e-12
   6.5000000e+00   7.1130845e-09   2.8316955e-11   1.9669403e-11
   7.0000000e+00   9.6720898e-09   2.4665912e-11   2.6106644e-11
   7.5000000e+00   6.6556658e-09   1.6359364e-11   1.7492420e-11
   8.0000000e+00   2.1800543e-09   1.0706840e-11   5.5641979e-12
   8.5000000e+00   7.4411087e-10   9.9577240e-12   1.8390950e-12
   9.0000000e+00   8.0213430e-10   9.8724431e-12   1.9137609e-12
   9.5000000e+00   1.0933592e-09   9.7792582e-12   2.5095057e-12
   1.0000000e+01   1.3193896e-09   9.6169165e-12   2.9022601e-12
   1.0500000e+01   1.2838552e-09   9.3953992e-12   2.6951385e-12
   1.1000000e+01   9.8381582e-10   9.2000891e-12   1.9616186e-12
   1.1500000e+01   5.8586358e-10   9.0949253e-12   1.1035310e-12
   1.2000000e+01   3.6196501e-10   9.0613893e-12   6.4009117e-13
   1.2500000e+01   3.1770328e-10   9.0500783e-12   5.2364768e-13
   1.3000000e+01   3.8966954e-10   9.0425004e-12   5.9352288e-13
   1.3500000e+01   5.3026652e-10   9.0327559e-12   7.3872546e-13
   1.4000000e+01   6.0553846e-10   9.0176395e-12   7.6186168e-13
   1.4500000e+01   4.7455443e-10   9.0015335e-12   5.3066768e-13
   1.5000000e+01   3.4339614e-10   8.9937089e-12   3.3425561e-13
   1.5500000e+01   4.0220961e-10   8.9906027e-12   3.3124583e-13
   1.6000000e+01   4.8293872e-10   8.9875511e-12   3.2298421e-13
   1.6500000e+01   6.4053209e-10   8.9846489e-12   3.2606257e-13
   1.7000000e+01   1.1945719e-09   8.9816901e-12   4.1134055e-13
   1.7500000e+01   2.1209985e-09   8.9769793e-12   3.7045335e-13
   1.8000000e+01   3.1298900e-09   8.9731566e-12   1.9960650e-17
   1.8500000e+01   3.3579616e-09   8.9731566e-12   6.0323582e-13
   1.9000000e+01   2.4133835e-09   8.9630125e-12   8.7913722e-13
   1.9500000e+01   1.2863813e-09   8.9414289e-12   7.1252987e-13
   2.0000000e+01   6.3531902e-10   8.9272225e-12   4.7555490e-13
   2.0500000e+01   3.8520550e-10   8.9208870e-12   3.6523715e-13
   2.1000000e+01   3.5299365e-10   8.9171479e-12   4.0693326e-13
   2.1500000e+01   3.0925034e-10   8.9125041e-12   4.2134379e-13
   2.2000000e+01   2.2274790e-10   8.9075229e-12   3.5130787e-13
   2.2500000e+01   1.7883376e-10   8.9040584e-12   3.2134124e-13
   2.3000000e+01   1.6705739e-10   8.9011586e-12   3.3772739e-13
   2.3500000e+01   1.3546948e-10   8.8979546e-12   3.0499905e-13
   2.4000000e+01   1.1364249e-10   8.8953405e-12   2.8254599e-13
   2.4500000e+01   1.1541338e-10   8.8930966e-12   3.1463724e-13
   2.5000000e+01   1.0511564e-10   8.8903132e-12   3.1231403e-13
   2.5500000e+01   9.0126409e-11   8.8875699e-12   2.9031426e-13
   2.6000000e+01   7.8530223e-11   8.8851988e-12   2.7299557e-13
   2.6500000e+01   6.6931023e-11   8.8831016e-12   2.5008922e-13
   2.7000000e+01   6.0264096e-11   8.8813412e-12   2.4116645e-13
   2.7500000e+01   5.9292194e-11   8.8797039e-12   2.5331014e-13
   2.8000000e+01   5.9588992e-11   8.8778972e-12   2.7099603e-13
   2.8500000e+01   5.1399928e-11   8.8758289e-12   2.4817898e-13
   2.9000000e+01   4.5544784e-11   8.8740939e-12   2.3292322e-13
   2.9500000e+01   3.6784334e-11   8.8725653e-12   1.9882157e-13
   3.0000000e+01   2.8251929e-11   8.8714514e-12   1.6106733e-13
   3.0500000e+01   2.8802018e-11   8.8707203e-12   1.7287868e-13
   3.1000000e+01   2.4342981e-11   8.8698780e-12   1.5357201e-13
   3.1500000e+01   2.1340488e-11   8.8692133e-12   1.4127863e-13
   3.2000000e+01   2.5625280e-11   8.8686506e-12   1.7776092e-13
   3.2500000e+01   2.8048928e-11   8.8677598e-12   2.0360289e-13
   3.3000000e+01   2.7342279e-11   8.8665911e-12   2.0741746e-13
   3.3500000e+01   2.5527203e-11   8.8653780e-12   2.0213168e-13
   3.4000000e+01   2.2885991e-11   8.8642257e-12   1.8894288e-13
   3.4500000e+01   2.1030012e-11   8.8632188e-12   1.8082885e-13
   3.5000000e+01   1.8007505e-11   8.8622965e-12   1.6110646e-13
   3.5500000e+01   1.4275547e-11   8.8615642e-12   1.3276117e-13
   3.6000000e+01   1.3862675e-11   8.8610670e-12   1.3389177e-13
   3.6500000e+01   1.6546991e-11   8.8605612e-12   1.6583803e-13
   3.7000000e+01   1.7610912e-11   8.8597852e-12   1.8300101e-13
   3.7500000e+01   1.7247190e-11   8.8588402e-12   1.8567867e-13
   3.8000000e+01   1.5896134e-11   8.8578672e-12   1.7716934e-13
   3.8500000e+01   1.3205641e-11   8.8569812e-12   1.5226706e-13
   3.9000000e+01   1.0016525e-11   8.8563267e-12   1.1940508e-13
   3.9500000e+01   8.1811249e-12   8.8559243e-12   1.0076286e-13
   4.0000000e+01   9.0787595e-12   8.8556376e-12   1.1545964e-13
   4.0500000e+01   1.0408579e-11   8.8552613e-12   1.3660195e-13
   4.1000000e+01   1.0640236e-11   8.8547345e-12   1.4402387e-13
   4.1500000e+01   9.4236785e-12   8.8541488e-12   1.3148833e-13
   4.2000000e+01   7.8042525e-12   8.8536606e-12   1.1219060e-13
   4.2500000e+01   7.0772897e-12   8.8533052e-12   1.0476932e-13
   4.3000000e+01   6.1386123e-12   8.8529952e-12   9.3534322e-14
   4.3500000e+01   5.6884021e-12   8.8527482e-12   8.9171084e-14
   4.4000000e+01   6.2106574e-12   8.8525236e-12   1.0011769e-13
