   1.5080081e+03   8.2320069e+00  -1.4240072e+02
   1.5141033e+03   8.2042839e+00  -1.4194792e+02
   1.5202230e+03   8.1430879e+00  -1.4177465e+02
   1.5263674e+03   8.1107531e+00  -1.4170969e+02
   1.5325367e+03   8.0660416e+00  -1.4156849e+02
   1.5387310e+03   7.9773291e+00  -1.4137387e+02
   1.5449503e+03   7.8898751e+00  -1.4128813e+02
   1.5511947e+03   7.8245638e+00  -1.4106942e+02
   1.5574644e+03   7.7937181e+00  -1.4094899e+02
   1.5637594e+03   7.7333032e+00  -1.4078246e+02
   1.5700798e+03   7.6013730e+00  -1.4065136e+02
   1.5764258e+03   7.5869271e+00  -1.4026434e+02
   1.5827974e+03   7.5098069e+00  -1.4000832e+02
   1.5891948e+03   7.4433165e+00  -1.4002548e+02
   1.5956180e+03   7.3383530e+00  -1.3968637e+02
   1.6020673e+03   7.2876908e+00  -1.3971291e+02
   1.6085426e+03   7.2573006e+00  -1.3947196e+02
   1.6150439e+03   7.2114123e+00  -1.3928429e+02
   1.6215717e+03   7.1539530e+00  -1.3909315e+02
   1.6281259e+03   7.1576043e+00  -1.3885563e+02
   1.6347064e+03   7.0683810e+00  -1.3875938e+02
   1.6413136e+03   7.0029785e+00  -1.3890372e+02
   1.6479475e+03   6.9571225e+00  -1.3852993e+02
   1.6546083e+03   6.8406394e+00  -1.3811087e+02
   1.6612959e+03   6.7960227e+00  -1.3808847e+02
   1.6680105e+03   6.8118894e+00  -1.3789010e+02
   1.6747523e+03   6.7551901e+00  -1.3777149e+02
   1.6815214e+03   6.6984361e+00  -1.3774999e+02
   1.6883179e+03   6.6529256e+00  -1.3748526e+02
   1.6951417e+03   6.5987911e+00  -1.3728672e+02
   1.7019932e+03   6.5256421e+00  -1.3714017e+02
   1.7088723e+03   6.4636419e+00  -1.3705522e+02
   1.7157793e+03   6.4282403e+00  -1.3687335e+02
   1.7227142e+03   6.3510509e+00  -1.3676304e+02
   1.7296771e+03   6.3263134e+00  -1.3634491e+02
   1.7366681e+03   6.2746997e+00  -1.3648165e+02
   1.7436875e+03   6.1917466e+00  -1.3619227e+02
   1.7507351e+03   6.1739313e+00  -1.3627815e+02
   1.7578113e+03   6.1027844e+00  -1.3589555e+02
   1.7649160e+03   6.0925045e+00  -1.3590089e+02
   1.7720496e+03   6.0988766e+00  -1.3564413e+02
   1.7792119e+03   6.0368044e+00  -1.3545759e+02
   1.7864031e+03   5.9905587e+00  -1.3532935e+02
   1.7936234e+03   5.9642637e+00  -1.3518310e+02
   1.8008729e+03   5.9241678e+00  -1.3500565e+02
   1.8081517e+03   5.8610687e+00  -1.3481311e+02
   1.8154600e+03   5.8100353e+00  -1.3435303e+02
   1.8227977e+03   5.7993879e+00  -1.3460626e+02
   1.8301652e+03   5.7844535e+00  -1.3456231e+02
   1.8375624e+03   5.7445741e+00  -1.3433536e+02
   1.8449895e+03   5.7429520e+00  -1.3414813e+02
   1.8524467e+03   5.7156551e+00  -1.3393903e+02
   1.8599340e+03   5.6634548e+00  -1.3381759e+02
   1.8674514e+03   5.6203970e+00  -1.3374262e+02
   1.8749994e+03   5.5743786e+00  -1.3339324e+02
   1.8825778e+03   5.5526946e+00  -1.3343198e+02
   1.8901868e+03   5.5187163e+00  -1.3320048e+02
   1.8978267e+03   5.4720991e+00  -1.3311077e+02
   1.9054973e+03   5.4194524e+00  -1.3299078e+02
   1.9131990e+03   5.3994047e+00  -1.3282482e+02
   1.9209318e+03   5.3798304e+00  -1.3294092e+02
   1.9286959e+03   5.3476715e+00  -1.3252765e+02
   1.9364913e+03   5.3243664e+00  -1.3212039e+02
   1.9443184e+03   5.2486120e+00  -1.3211797e+02
   1.9521769e+03   5.2426144e+00  -1.3201476e+02
   1.9600673e+03   5.1880301e+00  -1.3207652e+02
   1.9679895e+03   5.1629857e+00  -1.3155882e+02
   1.9759437e+03   5.1021187e+00  -1.3177722e+02
   1.9839302e+03   5.0622644e+00  -1.3140609e+02
   1.9919489e+03   5.0014383e+00  -1.3147836e+02
   2.0000000e+03   5.0050514e+00  -1.3123341e+02
