   1.0000000e+02   9.2250638e+00  -4.8316747e+01
   1.0151678e+02   9.3383840e+00  -4.6780688e+01
   1.0305657e+02   9.4089988e+00  -4.7432459e+01
   1.0461971e+02   9.2862902e+00  -4.5886660e+01
   1.0620657e+02   8.9356095e+00  -4.6805884e+01
   1.0781748e+02   8.9282512e+00  -4.5519628e+01
   1.0945284e+02   8.7589928e+00  -4.5100572e+01
   1.1111300e+02   9.4231797e+00  -4.4919797e+01
   1.1279834e+02   8.5931813e+00  -4.4737295e+01
   1.1450925e+02   8.1310427e+00  -4.4405644e+01
   1.1624610e+02   8.6932493e+00  -4.4012724e+01
   1.1800930e+02   8.7915738e+00  -4.3404997e+01
   1.1979924e+02   8.4730444e+00  -4.2281938e+01
   1.2161633e+02   8.0978130e+00  -4.2008851e+01
   1.2346099e+02   7.8906400e+00  -4.2201295e+01
   1.2533362e+02   7.7653797e+00  -4.0951156e+01
   1.2723466e+02   7.9889837e+00  -4.0398944e+01
   1.2916454e+02   8.2759502e+00  -4.0574032e+01
   1.3112367e+02   7.8483388e+00  -3.9639977e+01
   1.3311253e+02   7.8074580e+00  -3.9658094e+01
   1.3513156e+02   7.3958620e+00  -3.8836732e+01
   1.3718121e+02   7.7582201e+00  -3.8588384e+01
   1.3926195e+02   7.2919731e+00  -3.8072930e+01
   1.4137425e+02   7.2670125e+00  -3.7846330e+01
   1.4351859e+02   7.1552680e+00  -3.6672220e+01
   1.4569545e+02   6.8519907e+00  -3.6051388e+01
   1.4790533e+02   6.6861806e+00  -3.5261429e+01
   1.5014873e+02   6.7761459e+00  -3.5165682e+01
   1.5242616e+02   6.9180562e+00  -3.4254646e+01
   1.5473813e+02   6.5959200e+00  -3.3466394e+01
   1.5708516e+02   6.5868224e+00  -3.2768752e+01
   1.5946780e+02   6.5041814e+00  -3.2381384e+01
   1.6188658e+02   6.3376589e+00  -3.1213981e+01
   1.6434204e+02   6.5939933e+00  -3.0977162e+01
   1.6683476e+02   6.1228700e+00  -2.9879307e+01
   1.6936528e+02   6.2072233e+00  -2.8968745e+01
   1.7193417e+02   5.9473333e+00  -2.8482589e+01
   1.7454204e+02   6.1493160e+00  -2.7455431e+01
   1.7718947e+02   6.0859510e+00  -2.6918423e+01
   1.7987704e+02   5.8029865e+00  -2.5910427e+01
   1.8260538e+02   5.7597609e+00  -2.5265438e+01
   1.8537511e+02   5.7516094e+00  -2.4606141e+01
   1.8818684e+02   5.5484459e+00  -2.3247995e+01
   1.9104121e+02   5.2352166e+00  -2.1968915e+01
   1.9393890e+02   5.2843767e+00  -2.1215464e+01
   1.9688052e+02   4.9964387e+00  -2.0053490e+01
   1.9986678e+02   5.3006104e+00  -1.9162933e+01
   2.0289832e+02   5.0844451e+00  -1.8389965e+01
