   4.0000000e+02   3.2172720e+01  -4.4508845e+01
   4.0606061e+02   3.2805450e+01  -4.3875001e+01
   4.1212122e+02   3.2885698e+01  -4.2420166e+01
   4.1818182e+02   3.2910466e+01  -4.2632192e+01
   4.2424243e+02   3.3206141e+01  -4.1263581e+01
   4.3030304e+02   3.3195839e+01  -4.0009291e+01
   4.3636365e+02   3.3383141e+01  -3.9577597e+01
   4.4242426e+02   3.3299014e+01  -3.8453970e+01
   4.4848486e+02   3.4092326e+01  -3.7545914e+01
   4.5454544e+02   3.3441474e+01  -3.6632563e+01
   4.6060605e+02   3.4034775e+01  -3.5641280e+01
   4.6666666e+02   3.4994792e+01  -3.5012508e+01
   4.7272726e+02   3.4867893e+01  -3.4362749e+01
   4.7878787e+02   3.5753979e+01  -3.3219944e+01
   4.8484848e+02   3.5756865e+01  -3.2552925e+01
   4.9090909e+02   3.6416931e+01  -3.1770702e+01
   4.9696970e+02   3.7092201e+01  -3.0431867e+01
   5.0303030e+02   3.7620124e+01  -2.9451991e+01
   5.0909091e+02   3.8135336e+01  -2.9670736e+01
   5.1515149e+02   3.7635691e+01  -2.8390290e+01
   5.2121210e+02   3.9055488e+01  -2.7711137e+01
   5.2727271e+02   3.8423094e+01  -2.7075325e+01
   5.3333331e+02   3.9785773e+01  -2.6440938e+01
   5.3939392e+02   4.1273918e+01  -2.4822135e+01
   5.4545453e+02   4.2216387e+01  -2.4222431e+01
   5.5151514e+02   4.2229484e+01  -2.3636470e+01
   5.5757574e+02   4.2571111e+01  -2.2170098e+01
   5.6363635e+02   4.3909662e+01  -2.2422846e+01
   5.6969696e+02   4.5568001e+01  -2.2530391e+01
   5.7575757e+02   4.6010441e+01  -2.0516604e+01
   5.8181818e+02   4.7351571e+01  -2.0350269e+01
   5.8787878e+02   4.7774986e+01  -1.9954669e+01
   5.9393939e+02   4.9770541e+01  -1.8766940e+01
   6.0000000e+02   5.0613316e+01  -1.8204637e+01
   6.0606061e+02   5.4662411e+01  -1.7606535e+01
   6.1212122e+02   5.4084104e+01  -1.6123521e+01
   6.1818182e+02   5.7559208e+01  -1.6119699e+01
   6.2424243e+02   5.9611070e+01  -1.6419838e+01
   6.3030304e+02   6.2515670e+01  -1.7005422e+01
   6.3636365e+02   6.4430813e+01  -1.4426422e+01
   6.4242426e+02   6.9210025e+01  -1.3065972e+01
   6.4848486e+02   7.0386346e+01  -1.3403568e+01
   6.5454547e+02   7.3765311e+01  -1.3862731e+01
   6.6060608e+02   7.7729015e+01  -1.3066163e+01
   6.6666669e+02   8.4255780e+01  -1.1876654e+01
   6.7272729e+02   8.5827365e+01  -1.1233990e+01
   6.7878790e+02   9.5373648e+01  -1.0600565e+01
   6.8484851e+02   9.9764609e+01  -1.1028863e+01
   6.9090912e+02   1.0482675e+02  -1.0361298e+01
   6.9696973e+02   1.1750613e+02  -9.3195778e+00
   7.0303027e+02   1.3290252e+02  -8.6008670e+00
   7.0909088e+02   1.4323833e+02  -9.4914976e+00
   7.1515149e+02   1.7337615e+02  -5.8091110e+00
   7.2121210e+02   1.7999963e+02  -1.1415535e+01
   7.2727271e+02   2.2656946e+02  -1.2040486e+01
   7.3333331e+02   3.0943075e+02  -1.4399206e+01
   7.3939392e+02   3.2596785e+02  -1.0952545e+01
   7.4545453e+02   4.5329474e+02  -1.6363342e+01
   7.5151514e+02   9.1476096e+02  -2.7157572e+01
   7.5757574e+02   1.1263156e+03  -1.0297892e+02
   7.6363635e+02   8.9489416e+02  -1.4288431e+02
   7.6969696e+02   7.4056832e+02  -1.6307506e+02
   7.7575757e+02   4.3627538e+02  -1.5968187e+02
   7.8181818e+02   3.2031405e+02  -1.6915338e+02
   7.8787878e+02   2.8631887e+02  -1.7105499e+02
   7.9393939e+02   2.3121947e+02  -1.7160110e+02
   8.0000000e+02   1.7636211e+02  -1.7156594e+02
   8.0606061e+02   1.4698695e+02  -1.7024284e+02
