-1.121972273999999992e+00 1.369230675152717858e+01
-1.121911238843749992e+00 1.369214969237266466e+01
-1.121850203687499992e+00 1.369194965229405625e+01
-1.121789168531249992e+00 1.369175611776789658e+01
-1.121728133374999992e+00 1.369156940975791059e+01
-1.121667098218749992e+00 1.369138933660241264e+01
-1.121606063062499992e+00 1.369121212182370684e+01
-1.121545027906249992e+00 1.369103461597501514e+01
-1.121483992749999992e+00 1.369085673788245394e+01
-1.121422957593749992e+00 1.369067850497987493e+01
-1.121361922437499992e+00 1.369049968465399836e+01
-1.121300887281249992e+00 1.369032043737323789e+01
-1.121239852124999992e+00 1.369014082710808289e+01
-1.121178816968749992e+00 1.368996090742042959e+01
-1.121117781812499992e+00 1.368978049799999397e+01
-1.121056746656249992e+00 1.368959960134370313e+01
-1.120995711499999992e+00 1.368941833950968778e+01
-1.120934676343749992e+00 1.368923692784245283e+01
-1.120873641187499992e+00 1.368905556365541543e+01
-1.120812606031249992e+00 1.368887410517683634e+01
-1.120751570874999992e+00 1.368869280618076800e+01
-1.120690535718749992e+00 1.368851144864148139e+01
-1.120629500562499992e+00 1.368833018132030688e+01
-1.120568465406249992e+00 1.368814886840203293e+01
-1.120507430249999992e+00 1.368796770532543761e+01
-1.120446395093749992e+00 1.368778646081744554e+01
-1.120385359937499992e+00 1.368760522819851744e+01
-1.120324324781249992e+00 1.368742413788907797e+01
-1.120263289624999992e+00 1.368724293448414109e+01
-1.120202254468749992e+00 1.368706195531122916e+01
-1.120141219312499992e+00 1.368688077735737174e+01
-1.120080184156249992e+00 1.368669980053252822e+01
-1.120019148999999992e+00 1.368651872305330919e+01
-1.119958113843749992e+00 1.368633772724597719e+01
-1.119897078687499992e+00 1.368615683060875021e+01
-1.119836043531249992e+00 1.368597585053259813e+01
-1.119775008374999992e+00 1.368579499039093150e+01
-1.119713973218749992e+00 1.368561406697154226e+01
-1.119652938062499992e+00 1.368543318695832411e+01
-1.119591902906249992e+00 1.368525244252803041e+01
-1.119530867749999992e+00 1.368507164958202260e+01
-1.119469832593749992e+00 1.368489076200136623e+01
-1.119408797437499992e+00 1.368471011934421533e+01
-1.119347762281249992e+00 1.368452945878035898e+01
-1.119286727124999992e+00 1.368434866680071238e+01
-1.119225691968749992e+00 1.368416796467826835e+01
-1.119164656812499992e+00 1.368398730356607551e+01
-1.119103621656249992e+00 1.368380658485764023e+01
-1.119042586499999992e+00 1.368362585322626401e+01
-1.118981551343749992e+00 1.368344519328983111e+01
-1.118920516187499992e+00 1.368326443235085321e+01
-1.118859481031249992e+00 1.368308368453007162e+01
-1.118798445874999992e+00 1.368290308107326858e+01
-1.118737410718749992e+00 1.368272227316846745e+01
-1.118676375562499992e+00 1.368254154580556836e+01
-1.118615340406249992e+00 1.368236078763351671e+01
-1.118554305249999992e+00 1.368218012330359734e+01
-1.118493270093749992e+00 1.368199938269267690e+01
-1.118432234937499992e+00 1.368181863742646875e+01
-1.118371199781249992e+00 1.368163785018711742e+01
-1.118310164624999992e+00 1.368145718137937550e+01
-1.118249129468749992e+00 1.368127631892695995e+01
-1.118188094312499992e+00 1.368109571306436045e+01
-1.118127059156249992e+00 1.368091487751614466e+01
-1.118066023999999992e+00 1.368073411105261528e+01
-1.118004988843749992e+00 1.368055342781896577e+01
-1.117943953687499992e+00 1.368037260070005168e+01
-1.117882918531249992e+00 1.368019184484501594e+01
-1.117821883374999992e+00 1.368001112680512676e+01
-1.117760848218749992e+00 1.367983038487862224e+01
-1.117699813062499992e+00 1.367964949932315122e+01
-1.117638777906249992e+00 1.367946881051127939e+01
-1.117577742749999992e+00 1.367928802875159811e+01
-1.117516707593749992e+00 1.367910728982513113e+01
-1.117455672437499992e+00 1.367892651976046103e+01
-1.117394637281249992e+00 1.367874570325049532e+01
-1.117333602124999992e+00 1.367856476598924154e+01
-1.117272566968749992e+00 1.367838421672053606e+01
-1.117211531812499992e+00 1.367820327468660224e+01
-1.117150496656249992e+00 1.367802250106491968e+01
-1.117089461499999992e+00 1.367784177467452267e+01
-1.117028426343749992e+00 1.367766095086609113e+01
-1.116967391187499992e+00 1.367748010464709552e+01
-1.116906356031249992e+00 1.367729931328081960e+01
-1.116845320874999992e+00 1.367711852008269169e+01
-1.116784285718749992e+00 1.367693769723353547e+01
-1.116723250562499992e+00 1.367675692630953321e+01
-1.116662215406249992e+00 1.367657607972185474e+01
-1.116601180249999992e+00 1.367639525845696191e+01
-1.116540145093749992e+00 1.367621445245874767e+01
-1.116479109937499992e+00 1.367603359610723501e+01
-1.116418074781249992e+00 1.367585286363402908e+01
-1.116357039624999992e+00 1.367567200183977683e+01
-1.116296004468749992e+00 1.367549117194863229e+01
-1.116234969312499992e+00 1.367531030008341553e+01
-1.116173934156249992e+00 1.367512953657911368e+01
-1.116112898999999992e+00 1.367494871989612015e+01
-1.116051863843749992e+00 1.367476786070458417e+01
-1.115990828687499992e+00 1.367458706446470984e+01
-1.115929793531249992e+00 1.367440621487136099e+01
-1.115868758374999992e+00 1.367422535556850249e+01
-1.115807723218749992e+00 1.367404461805849181e+01
-1.115746688062499992e+00 1.367386381371114190e+01
-1.115685652906249992e+00 1.367368286837407787e+01
-1.115624617749999992e+00 1.367350214423275645e+01
-1.115563582593749992e+00 1.367332128821492887e+01
-1.115502547437499992e+00 1.367314049957002098e+01
-1.115441512281249992e+00 1.367295967797390688e+01
-1.115380477124999992e+00 1.367277887403895420e+01
-1.115319441968749992e+00 1.367259795323006699e+01
-1.115258406812499992e+00 1.367241731262340920e+01
-1.115197371656249992e+00 1.367223641239395526e+01
-1.115136336499999992e+00 1.367205548645035762e+01
-1.115075301343749992e+00 1.367187481388864789e+01
-1.115014266187499992e+00 1.367169393154977008e+01
-1.114953231031249992e+00 1.367151309648685675e+01
-1.114892195874999992e+00 1.367133227737129531e+01
-1.114831160718749992e+00 1.367115149919158945e+01
-1.114770125562499992e+00 1.367097072254390788e+01
-1.114709090406249992e+00 1.367078983236871004e+01
-1.114648055249999992e+00 1.367060897448893897e+01
-1.114587020093749992e+00 1.367042830078914406e+01
-1.114525984937499992e+00 1.367024736136545293e+01
-1.114464949781249992e+00 1.367006659690598447e+01
-1.114403914624999992e+00 1.366988573835144827e+01
-1.114342879468749992e+00 1.366970501289885220e+01
-1.114281844312499992e+00 1.366952411181995686e+01
-1.114220809156249992e+00 1.366934336930084015e+01
